"Chisq","Df","Pr(>Chisq)"
0.0191255192135534,1,0.890007242138039
0.403594058195619,2,0.817260791269082
53.2073428658143,3,1.65592962942261e-11
0.0350681902333783,2,0.982618732593582
2.83574822993375,3,0.417648881156207
50.2402778772193,6,4.20745354178758e-09
3.00747590865076,6,0.80790794103831
